Registro_ANS,CNPJ,Razao_Social,Nome_Fantasia,Modalidade,Logradouro,Numero,Complemento,Bairro,Cidade,UF,CEP,DDD,Telefone,Fax,Endereco_eletronico,Representante,Cargo_Representante,Regiao_de_Comercializacao,Data_Registro_ANS
339458,3.54367E+13,DENTAL CENTER LTDA,DENTAL CENTER LTDA,Odontologia de Grupo,RUA DES. JOSE PEREGRINO,216,,CENTRO,João Pessoa,PB,58013500,83,30414646,,financeiro@dentalcenterpb.com.br,MARCONI MARTINS DA SILVA,SOCIO GERENTE,5,1/15/1999
300730,1.40229E+12,DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.,DENTAL GOLD,Odontologia de Grupo,AVENIDA RUY CARNEIRO,895,,JARDIM MIRAMAR,João Pessoa,PB,58032101,83,21078900,21078914,gerencia@dentalgold.com.br,JOSUEL GOMES DA SILVA,SOCIO-GERENTE,5,12/22/1998
413747,4.21217E+12,DENTAL MASTER LTDA - EPP,DENTAL MASTER,Odontologia de Grupo,AVENIDA CARAVELAS,03,SALA 32 - ED. GALERIA DIVAMAR,PRAIA DO FRANCES,Marechal Deodoro,AL,57160000,82,21239393,,financeiro@master.dental,GEORGE DE ALMEIDA SALDANHA,REPRESENTANTE,5,5/25/2001
314366,5.71628E+11,DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.,DENTAL PLUS CONVÊNIO ODONTOLÓGICO,Odontologia de Grupo,RUA DOUTOR CESÁRIO MOTA,135,,CENTRO,Santo André,SP,9010100,11,49792200,,administrativo@dentalplus-sorria.com.br,GABRIELA GONSALES FERNANDES BARCELLOS,SÓCIA,6,12/23/1998
304484,7.87381E+13,DENTAL UNI - COOPERATIVA ODONTOLÓGICA,DENTAL UNI,Cooperativa odontológica,RUA IRMÃ FLAVIA BORLET,197,,HAUER,Curitiba,PR,81630170,41,30203950,,diretoria@dentaluni.com.br,LUIZ HUMBERTO DE SOUZA DANIEL,PRESIDENTE,4,12/22/1998
423050,4.31929E+13,DENTAL WHITE PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,DENTAL WHITE,Odontologia de Grupo,RUA DEPUTADO JOSÉ LAGES,275,,PONTA VERDE,Maceió,AL,57035330,82,30214141,,contato@planodentalwhite.com.br,CRISTIANO MORAES DOS SANTOS,DIR ADM FIN,,11/22/2021
333620,73193000100,DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA,ORALMED ASSISTENCIA ODONTOLOGICA,Odontologia de Grupo,AV. RIO DE JANEIRO,1201,TERREO,CENTRO,Londrina,PR,86010150,43,33247000,33247000,oralmed@onda.com.br,ROBERTO PRESCINOTTI,SOCIO ADMINISTRADOR,6,1/25/1999
401463,1.36493E+12,DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA,DENTALMASTER,Odontologia de Grupo,RUA CARLOS VASCONCELOS ,1482,,ALDEOTA,Fortaleza,CE,60115171,85,32655555,32655555,dentalmaster@planodentalmaster.com.br,FRANCISCO FERNANDO ROCHA NOVAIS,SÓCIO,6,3/4/1999
422975,3.95279E+13,DENTALMASTER LTDA,DENTALMASTER,Odontologia de Grupo,AV. DOM PEDRO II,421.0,SALA A ,CENTRO ,São Lourenço,MG,37465000,35,988970186,,administrativo@dentalmastermg.com.br,DANIEL PEREIRA PAIVA ,Sócio administrador ,,10/4/2021
322890,2.15615E+12,DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.,DENTALPAR,Odontologia de Grupo,AV. SANTO AMARO,3330,CONJUNTO 13,BROOKLIN,São Paulo,SP,4556300,11,50944002,33052151,armando@dentalpar.com.br,ARMANDO RODRIGUES FILHO,DIRETOR PRESIDENTE,4,12/30/1998
416908,5.61667E+12,DENTALPLAN PLANOS DE ASSISTENCIA ODONTOLOGICA LTDA,DENTALPLAN VALE DO SÃO FRANCISCO,Odontologia de Grupo,RUA CASTRO ALVES,352,,CENTRO,Petrolina,PE,56304340,,,,gerencia@dentalplanvsf.com.br,DIÓGENES CAVALCANTI,DIRETOR ADMINISTRATIVO E FINANCEIRO,5,3/2/2009
327867,1.0603E+12,DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS LTDA,DENTALPREV,Odontologia de Grupo,RUA ELIZEU DI BERNARDI,34,SALA 411,CAMPINAS,São José,SC,88101050,,,,financeirofloripa@dentalprev.com.br,CLAUDIO JOAO BUCCO,ADMINISTRADOR,5,12/21/1998
414425,3.11341E+12,DENTSY ODONTOLOGIA S/S LTDA.,DENTSY ODONTOLOGIA,Odontologia de Grupo,RUA CANDIDO PORTINARI,30,SALA 1,VILA CERCADO GRANDE,Embu das Artes,SP,6804180,11,32842180,,oscar@dentsy.com.br,OSCAR COELHO DE OLIVEIRA,SOCIO ADMINISTRADOR,4,1/13/2003
357669,1.99695E+13,DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,DESBAN,Autogestão,RUA BERNARDO GUIMARÃES,1587,9º ANDAR,LOURDES,Belo Horizonte,MG,30140082,31,32498500,32498506,desban@desban.org.br,JULIANA RODRIGUES DE PAULA CHIARI,REPRESENTANTE LEGAL,4,12/18/1998
423271,4.57686E+13,DIXMED ADMINISTRADORA DE BENEFICIOS LTDA ,DIXMED,Administradora de Benefícios,RUA LAURO MULLER,116,32º ANDAR,BOTAFOGO,Rio de Janeiro,RJ,22290160,21,98801173,,contato@dixmed.com.br,RICARDO ESCÓRCIO DE AZEVEDO,REPRESENTANTE LEGAL,,6/14/2022
349682,1.38763E+12,DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.,DOCTOR CLIN,Medicina de Grupo,Rua Sete de Setembro,769,,CENTRO HISTÓRICO,Porto Alegre,RS,90010190,51,32548000,35840320,contabilidade@doctorclin.com.br,MARCELO SANCHES DIETRICH,SÓCIO ADMINISTRADOR,4,12/22/1998
365645,3.05055E+13,DONA SAÚDE CLINICAS LTDA ,DONA SAÚDE.,Medicina de Grupo,PRAÇA VISCONDE DE MAUA,29,SALA 504,CENTRO,Santos,SP,11010000,21,25935425,38996196,administracao@donasaude.com,ROGÉRIO MARQUES SEVERINO,SOCIO,4,12/21/1998
423653,4.70584E+13,DR DIA PLANOS ODONTOLOGICOS E SAUDE LTDA,DR DIA PLANOS ODONTOLOGICOS E SAUDE LTDA,Odontologia de Grupo,Avenida Paraná,130,Sala 115,Centro,Ivaiporã,PR,86870000,43,43999351808,,dr.diaplanos@gmail.com,REGINALDO JOSÉ DA SILVA,Sócio-Administrador,,8/7/2023
416282,7.8935E+12,E.X.M BRASIL SAÚDE LTDA,AMEX SAÚDE,Medicina de Grupo,AV. TANCREDO NEVES,620,"EDIF. MUNDO PLAZA, SALA 2310 A 2315",CAMINHO DAS ÁRVORES,Salvador,BA,41820020,71,30323900,33415752,amexsaude@amexsaude.com.br,LUCIVAL OLIVEIRA  ALVES,REPRESENTANTE LEGAL,6,7/30/2007
418927,1.73121E+13,EASY SAUDE ADMINISTRADORA DE BENEFICIOS LTDA,,Administradora de Benefícios,AVENIDA JOÃO CABRAL DE MELO NETO,850,"BLOCO 2, SALAS 722 E 723",BARRA DA TIJUCA,Rio de Janeiro,RJ,22775057,21,21235500,,gabriela@easysaude.com,AGENOR PITTA LIMA MEDEIROS,ADMINISTRADOR,6,6/13/2013
421120,2.72521E+13,EASYPLAN ADMINISTRADORA DE BENEFICIOS LTDA.,EASYPLAN ADMINISTRADORA,Administradora de Benefícios,"SCN Quadra 5, Bloco A, Ed. Brasi¿lia Sho",Sala 217 e 218,Parte 6,Asa Norte,Brasília,DF,70715900,61,41414700,,relacionamentoans@easyplan.com.br,ROSILANE DE ALMEIDA MORAES,SÓCIA-DIRETOR,4,12/18/2017
342611,4.93208E+13,ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL,,Autogestão,RUA QUIRINO DE ANDRADE,185,,CENTRO,São Paulo,SP,1049902,11,45805675,,celuladeregulacao@economus.com.br,MAURÍCIO APARECIDO LOPES,DIRETOR DE SEGURIDADE,2,12/21/1998
417343,3.92454E+13,ECS ADMINISTRADORA DE BENEFICIOS LTDA,,Administradora de Benefícios,RUA BARãO DE MESQUITA,663,LOJA 20,TIJUCA,Rio de Janeiro,RJ,20540155,21,28413286,,ECS_A@YAHOO.COM,EDINOR CONCEIÇÃO SILVA,REPRESENTANTE,4,6/23/2010
422070,3.48443E+13,ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,ELETROS-SAÚDE,Autogestão,RUA URUGUAIANA,174,SALA 501,CENTRO,Rio de Janeiro,RJ,20050900,21,21386000,,governanca@eletrossaude.com.br,ROGÉRIO CARLOS LAMIM BRAZ,Diretor Presidente,,12/11/2019
417297,1.15938E+13,ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,ELOSAÚDE,Autogestão,RUA PRESIDENTE NEREU RAMOS,146,1º ANDAR -  CENTRO EMPRESARIAL ILHA DO A,CENTRO,Florianópolis,SC,88015010,48,21077539,21077510,elosaude@elosaude.com.br,JEFERSON NUNES,DIRETOR PRESIDENTE,6,6/9/2010
400891,3.52294E+11,EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA,INFRAERO,Autogestão,SCS QUADRA 3 BLOCO A/B Nº 17/18 ED. OSCA,17,,ASA SUL,Brasília,DF,70303000,61,3222,512,beneficio_sede@infraero.gov.br,GILVANDRO VASCONCELOS COELHO DE ARAÚJO,REPRESENTANTE LEGAL,1,2/19/1999
395480,3.71354E+13,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,SMILE ,Medicina de Grupo,RUA DOUTOR JOSE MILTON CORREIA ,110,"3, 4 e 5 ANDARES",POÇO,Maceió,AL,57025100,8,221237333,,ans.matriz@smilesaude.com.br,FREDERICO VALENTE COELHO ,DIRETOR PRESIDENTE ,5,12/16/1998
422576,3.74424E+13,ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA.,ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS  ,Administradora de Benefícios,"QNM 17, CONJUNTO H, LOTE 28, SALA 201",S/N,,CEILANDIA,Brasília,DF,72215178,61,982080903,,saudebrasilia2@gmail.com,EDILAMAR LIMA DA SILVA,Administradora ,4,3/26/2021
417441,1.85611E+12,EV ADMINISTRADORA DE BENEFÍCIOS LTDA,,Administradora de Benefícios,RUA ELIEZER LEVY,2745,,TREM,Macapá,AP,68901016,91,32421016,32244459,ev.corretora@uol.com.br,VERA MARIA RESQUE VIEIRA ATHIAS,SÓCIO-ADMINISTRADOR,3,7/16/2010
401480,2.98963E+12,EVANGELICO SAUDE LTDA.,MEDSUL SAUDE,Medicina de Grupo,RUA SALDANHA MARINHO,2250,,BIGORRILHO,Curitiba,PR,80730180,41,30234442,30234442,jonis.jensen@medsulsaude.com.br,JEFFERSON BUENO MACHADO,ADMINISTRADOR,4,3/4/1999
423700,4.97541E+13,EVO SAUDE ASSISTENCIA MEDICA LTDA,EVO SAÚDE,Medicina de Grupo,QUADRA SAUS - QUADRA 4,S/N,"BLOCO A,SALA 1101",ASA SUL,Brasília,DF,70070040,61,982730004,,salgado.brunna@gmail.com,BRUNNA CERQUEIRA SALGADO LIMA,DIRETORA ADMINISTRATIVA E,,9/12/2023
423785,5.11075E+13,EVOLUÇÃO ADMINISTRADORA DE BENEFICIOS LTDA ,AFFIANCE,Administradora de Benefícios,RUA ITUIUTABA,340,2º ANDAR PARTE,PRADO,Belo Horizonte,MG,30411023,31,31913900,,administrativo@affiancelife.com.br,FERNANDO ALVES VIEIRA ,SOCIO ADMINISTRADOR ,,10/2/2023
421642,3.17633E+13,EXCELÊNCIA PLANO DE SAÚDE S/A,,Medicina de Grupo,Rua Castelo Branco,676,,Praia da Costa,Vila Velha,ES,29101480,27,998660566,,jumarcanedo@gmail.com,PAULO ROBERTO CORSI LELLIS,DIRETOR PRESIDENTE,5,4/16/2019
414204,1.74799E+12,EXTRAMED ADMINISTRAÇÃO E SERVIÇOS MÉDICOS LTDA,EXTRAMED,Administradora de Benefícios,RUA DESEMBARGADOR CLOTARIO PORTUGAL,243,,ALTO SAO FRANCISCO,Curitiba,PR,80410220,41,30688728,30688714,extramed@extramed.com.br,ILEANA MARIA IGLESIAS TEIXEIRA MOURA,DIRETORA PRESIDENTE,1,8/28/2001
423777,1.16419E+13,FEBRAFITE SAUDE,FEBRAFITE SAUDE,Autogestão,Q SRTVN,QUADRA 702 ,BLOCO P SALA 1057,ASA NORTE,Brasília,DF,70719900,61,3.32829E+15,,febrafitesaude@febrafite.org.br,CLEUDES CERQUEIRA DE FREITAS,DIRETOR PRESIDENTE,,3/4/2024
423581,4.93909E+13,FEDERAL ADMINISTRADORA DE BENEFICIOS LTDA,FEDERAL ADMINISTRADORA DE BENEFICIOS,Administradora de Benefícios,ST SRTVS QD. 701 CONJUNTO E BLOCO 3 SALA,S/N,,ASA SUL,Brasília,DF,70340901,21,988812666,,levi@federaladm.com.br,LEVI PEREIRA FIGUEIREDO NETO,ADMINISTRADOR,,6/26/2023
415626,7.27063E+12,FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA,UNIODONTO CATARINENSE,Cooperativa odontológica,RUA JOAO PESSOA,10,CASA,VELHA,Blumenau,SC,89036000,47,30418070,30418070,cpd@uniodontosc.com.br,MARCOS ADOLF PRINZ,Presidente,5,5/11/2006
313971,8.41125E+13,"FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA",FAMA,Cooperativa Médica,RUA RIO AMAPA,374,CJ VIEIRA ALVES,NOSSA SRA DAS GRAÇAS,Manaus,AM,69053150,92,33038002,32330416,contabilidade@unimedfama.com.br,WILSON YOSHIMITSU NIWA,PRESIDENTE,5,12/21/1998
410888,3.63778E+12,FILOSANITAS SAUDE LTDA,SANTA FILOMENA SAUDE,Medicina de Grupo,Avenida Dois ,470,,CENTRO,Rio Claro,SP,13500410,19,35334200,35334200,filosanitas@santafilomena.com.br,LAFAYETTE PARREIRA DUARTE,DIRETOR ADMINISTRATIVO,6,3/3/2000
423921,5.21749E+13,FOX SAÚDE ASSISTÊNCIA MÉDICA INTEGRADA LTDA,FOX SAÚDE,Medicina de Grupo,Rua Estado de Israel,262,Sala 0906,Ilha do Leite,Recife,PE,50070415,21,39535406,,Joao.figueiredo@foxsaude.com.br,JOÃO DE FIGUEIREDO PEREIRA CURADO,SOCIO ADMINISTRADOR ,,3/25/2024
419818,9.0305E+12,FR PLANO ODONTOLÓGICO LTDA,LODONTO ESPAÇO DO SORRISO,Odontologia de Grupo,RUA EULÁLIA SILVA,138,3º ANDAR,JARDIM FACULDADE,Sorocaba,SP,18030230,12,34263335,,MRMAGACHO@IG.COM.BR,MAURICIO RICCIOPPO MAGACHO,SóCIO ADMINISTRADOR,5,7/14/2015
370592,2.6183E+12,FUNASA SAÚDE,FUNASA SAÚDE,Medicina de Grupo,AV.EPITÁCIO PESSOA,1250,SL408 E OUTRAS,TORRE,João Pessoa,PB,58039040,83,32430911,32444220,diretoria@funasasaude.com.br,DANIELITA PINTO DE MORAIS,PRESIDENTE,5,12/28/1998
329665,5.80481E+11,FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV,CAPITAL PREV - FUNDACAO CAPITAL PREVIDENCIA E SAUDE,Autogestão,AV. PRINCESA ISABEL,574,Sl 1303 a 1314 - BLOCO A - ED. PALAS CEN,CENTRO,Vitória,ES,29010930,27,21223900,21223931,faleconosco@capitalprev.com.br,ALINE FARDIM BORELLI,DIRETORA DE SEGURIDADE,5,12/28/1998
410292,6.04994E+13,FUNDACAO LEONOR DE BARROS CAMARGO,FUNDACAO LEONOR DE BARROS CAMARGO,Filantropia,AV.SAO GABRIEL ,201,16.ª ANDAR CONJ. 1606,JARDIM PAULISTA,São Paulo,SP,1435001,19,38018200,38018200,haoc@haoc.org.br,RENATO SARGO,SUPERINTENDENTE,5,12/20/1999
307751,1.25853E+13,FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV,COMPESAPREV,Autogestão,RUA AUGUSTO RODRIGUES,60,,TORREÃO,Recife,PE,52030180,81,33662434,33662422,compesaprev@compesaprev.com.br,ALEXANDRE ARAUJO DE MORAES,DIRETOR PRESIDENTE,3,12/28/1998
315567,6.60903E+11,FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG,FUNDAFFEMG,Autogestão,RUA SERGIPE,893,,FUNCIONÁRIOS,Belo Horizonte,MG,30130171,3,121035858,121035890,fundaffemg@fundaffemg.com.br,MUNIR NACIF MITRE,DIRETOR PRESIDENTE,3,12/21/1998
346926,6.28107E+11,FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA,FUNDAÇÃO ASSEFAZ,Autogestão,SCS QD. 4 BLOCO A ED. ASSEFAZ,1,,ASA SUL,Brasília,DF,70304908,61,32180100,32180105,assefaz@assefaz.org.br,GILDENORA BATISTA DANTAS,DIRETORA PRESIDENTE,1,12/16/1998
315044,8.2957E+13,FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS,FUNDAÇÃO CELESC,Autogestão,AV. HERCILIO LUZ,639,7 ANDAR,CENTRO,Florianópolis,SC,88020000,48,32219510,32219510,dvrs@celos.com.br,PAULO CÉSAR DA SILVEIRA,Diretor de Seguridade,6,12/21/1998
315478,6.24651E+13,FUNDAÇÃO CESP,VIVEST,Autogestão,ALAMEDA SANTOS,2477,10 º ANDAR,CERQUEIRA CESAR,São Paulo,SP,1419907,11,30683100,30683049,saude@vivest.com.br,WALTER MENDES DE OLIVEIRA FILHO,DIRETOR PRESIDENTE,2,12/29/1998
317233,4.21602E+13,FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL,FACHESF,Autogestão,RUA DO PAISSANDU,58,,BOA VISTA,Recife,PE,50070205,81,34127555,,ans@fachesf.com.br,ARMANDO JOSÉ PEREIRA DE BARROS,PRESIDENTE,3,12/24/1998
355151,7.50549E+13,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,FUNDAÇÃO COPEL,Autogestão,RUA TREZE DE MAIO,616,,SÃO FRANCISCO,Curitiba,PR,80510030,41,38836000,38836018,ans@fcopel.org.br,HEMERSON LUIZ BARBOSA PEDROSO,DIRETOR DE SEGURIDADE,3,12/29/1998
339636,3.97695E+11,FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES,FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES,Autogestão,AV REPÚBLICA DO CHILE,230,"5º, 8º E 9º  ANDAR",CENTRO,Rio de Janeiro,RJ,20031170,21,38205200,,fernanda.farias@fapes.com.br,MARCELO DE FIGUEIREDO ALVES,Diretor de Seguridade,4,12/24/1998
420701,2.5064E+13,FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL,FAS/AMP/RS,Autogestão,AV. AURELIANO DE FIGUEIREDO PINTO,501,,PRAIA DE BELAS,Porto Alegre,RS,90050191,51,30222434,,contato@fasamprs.com.br,CLAUDIO BONATTO,DIRETOR PRESIDENTE,3,1/27/2017
311359,3.04148E+11,FUNDAÇÃO DE SAÚDE ITAIGUAPY,HOSPITAL MINISTRO COSTA CAVALCANTI - PLANO DE SAÚDE ITAMED,Medicina de Grupo,AV. GRAMADO,580,,"VILA ""A""",Foz do Iguaçu,PR,85860460,45,35768011,35768060,diretoria@hmcc.com.br,GILMA R DE OLIVEIRA,DIRETOR SUPERINTENDENTE,3,12/23/1998
330809,3.17876E+13,FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,FUNSSEST,Autogestão,AV. BRIGADEIRO EDUARDO GOMES,526,POLO INDUSTRIAL TUBARÃO,SERRA,Serra,ES,29160904,27,33481210,33282245,saude.odonto@funssest.com.br,ALESSANDRA CRISTINA DE OLIVEIRA COSTA,DIRETORA EXECUTIVA,6,12/29/1998
418285,1.28388E+13,FUNDAÇÃO FIAT SAÚDE E BEM ESTAR,STELLANTIS SAUDE MG,Autogestão,AV. CONTORNO,3455," GALPãO 6, 2º ANDAR, PARTE A",PAULO CAMILO,Betim,MG,32669900,31,34023812,,juridicostellantissaude@stellantis.com,CRISTIANE DE OLIVEIRA ROQUE PAIXÃO,REPRESENTANTE LEGAL,4,11/10/2011
323942,2.6151E+13,FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO,HOSPITAL ARNALDO GAVAZZA FILHO,Filantropia,AV. DR. JOSE GROSSI,16,,GUARAPIRANGA,Ponte Nova,MG,35430213,31,38195000,38195001,hagf@gavazza.com.br,LUCIMAR REGINA DE OLIVEIRA FONSECA,SUPERINTENDENTE EXECUTIVO ADJ,5,12/30/1998
378216,2.01195E+13,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,FUNDAÇÃO LIBERTAS,Autogestão,AV. ÁLVARES CABRAL,200,8º ANDAR,CENTRO,Belo Horizonte,MG,30170000,31,21113700,21113687,compliance@fundacaolibertas.com.br,RODRIGO EUSTAQUIO BARBOSA BARATA,DIRETOR PRESIDENTE,4,12/28/1998
418501,1.44086E+13,FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA,PLAMHUV,Medicina de Grupo,TRAVESSA DR. FELÍCIO BRANDI,22,LOJA 01 - ED REGINA LOPES DOS SANTOS,CENTRO,Viçosa,MG,36570000,,,,plamhuv@plamhuv.com.br,JULISMAR MARQUES DIVINO,REPRESENTANTE LEGAL,6,5/3/2012
338648,7.73759E+13,FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL,FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL,Autogestão,Rua Emiliano Perneta,777,,CENTRO,Curitiba,PR,80420080,41,33079100,,nju@fusan.com.br,CLÁUDIA TRINDADE,DIRETORA PRESIDENTE,3,12/17/1998
312126,7.38094E+13,FUNDAÇÃO SAÚDE ITAÚ,FUNDAÇÃO SAÚDE ITAÚ,Autogestão,RUA CURITIBA,689,11º ANDAR,CENTRO,Belo Horizonte,MG,30170120,11,27331283,,fabiana.duarte@itau-unibanco.com.br,DIEGO ALTAREJO MUNHOZ,REPRESENTANTE,1,12/17/1998
339954,1.98784E+13,FUNDAÇÃO SÃO FRANCISCO XAVIER,HOSPITAL MÁRCIO CUNHA,Filantropia,AV. KIYOSHI TSUNAWAKI,41,,BAIRRO DAS ÀGUAS,Ipatinga,MG,35160158,31,38299050,38251264,usisaude@fsfx.com.br,FLAVIANO FEU VENTORIM,Diretor Presidente,4,12/16/1998
418129,1.30261E+13,FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO,FAMEH/MP,Autogestão,RUA MENDEL,306,SALA 1,CARANDÁ BOSQUE I,Campo Grande,MS,79032320,67,33263882,,fameh.mp@fameh.org.br,EDGAR ROBERTO LEMOS DE MIRANDA,DIRETOR PRESIDENTE,3,7/13/2011
414689,4.83909E+12,FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC,FAMED,Autogestão,RUA ANTONIO AUGUSTO,1271,SL 301,ALDEOTA,Fortaleza,CE,60110370,85,32521826,32521118,saudefamed@gmail.com,JOSÉ EDMAR LIMA MELO,PRESIDENTE,5,10/17/2003
409286,6.86877E+13,G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP,LIFE LAGOS SAUDE,Medicina de Grupo,AVENIDA SÃO PEDRO ,455,,ESTAÇÃO ,São Pedro da Aldeia,RJ,28940000,2,226211165,226211165,administracao@lifelagos.com.br,TERESINHA GOMES DA SILVA,SOCIA GERENTE,6,10/22/1999
419443,1.6693E+13,G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME,,Administradora de Benefícios,RUA DA ASSEMBLEIA ,10,SALAS 2001 A 2003,CENTRO,Rio de Janeiro,RJ,20011000,21,35531692,,juridico@g2cadministradora.com.br,SERGIO BASTOS GUIMARÃES,ADMINISTRADOR,3,8/13/2014
407011,2.00992E+12,GAMA SAUDE LTDA.,GAMA SAUDE LTDA.,Medicina de Grupo,ALAMEDA XINGU,512,"17 ANDAR, SALA 1704",ALPHAVILLE CENTRO INDUSTRIAL E,Barueri,SP,6455030,11,33368624,41977862,juridico.gama@gamasaude.com.br,LEONARDO SERVOLO DE OLIVEIRA,DIRETOR,1,8/3/1999
343064,4.55726E+13,GARANTIA DE SAÚDE LTDA,GARANTIA DE SAÚDE,Medicina de Grupo,RUA AMÉRICO GOMES DA COSTA,114,,VILA AMERICANA,São Paulo,SP,8010120,11,20588500,,demandainicial.ans@garantiasaude.com.br,JOSE KRAUTHAMER,DIRETOR,4,12/22/1998
419931,1.05478E+13,GEAC - GERENCIAMENTO EMPRESARIAL LTDA,,Administradora de Benefícios,RUA DOM PEDRO II,54,SALA 506,CENTRO,Santos,SP,11010080,13,32335351,,joaobolzan@uol.com,JOÃO BOLZAN NETO,ADMINISTRADOR,6,10/28/2015
323080,3.65843E+12,GEAP AUTOGESTÃO EM SAÚDE,GEAP,Autogestão,"TERRAÇO SHOPPING SHC-AO SUL, EA 02/08 LO",05,TR.B 3º ANDAR,OCTOGONAL SUL,Brasília,DF,70660900,61,21034569,,ans@geap.com.br,DOUGLAS VICENTE FIGUEREDO,DIRETOR-PRESIDENTE,1,12/22/1998
424226,3.97345E+13,GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.,,Administradora de Benefícios,RUA BARÃO DE ITAPETININGA,125,CONJ. 11,REPUBLICA,São Paulo,SP,10420010,11,9788169768,,gestaovidaadm@gmail.com,CLAUDINEI GONCALEZ,SOCIO ADMINISTRADOR,,12/16/2024
423076,4.36073E+13,GESTÃO ADMINISTRADORA DE PLANOS DE SAUDE LTDA,,Administradora de Benefícios,RUA DO CARMO,08,6 ANDAR,CENTRO,Rio de Janeiro,RJ,20011020,,,,diretoria@gestaoplanodesaude.com.br,MATHEUS MOURA DE LIMA,REPRESENTANTE LEGAL,,10/26/2021
416819,5.85123E+13,GKN DO BRASIL LTDA,,Autogestão,RUA JOAQUIM SILVEIRA,557,PARQUE SAO SEBASTIAO,PASSO DA MANGUEIRA,Porto Alegre,RS,91060320,51,33499491,33499210,claudio.raiter@gkndriveline.com,CLAUDIO FERNANDO CIPOLATTI RAITER,DIRETOR DE RH,4,1/16/2009
422258,3.10692E+13,GLOBAL-AL ADMINISTRADORA DE BENEFÍCIOS LTDA,GLOBAL ADMINISTRADORA DE BENEFÍCIOS LTDA,Administradora de Benefícios,R Doutor Pedro Correia,05,Sala 09,Centro,Arapiraca,AL,57300400,82,996964041,,administracao@globalalbeneficios.com.br,ANTONIO SOARES RODRIGUES NETO,Administrador,6,8/4/2020
422681,4.01873E+13,GOCARE PLANOS DE SAUDE LTDA,,Medicina de Grupo,RUA ERASMO BRAGA,1175,,JARDIM CHAPADAO,Campinas,SP,13070147,19,31992588,,presidencia@gocaresaude.com.br,TÂNIA MARA MACHADO ANTONIO,sócia administradora,,3/4/2021
423726,5.03542E+13,GOLD PLAN EMPREENDIMENTOS LTDA,GOLD PLAN.,Odontologia de Grupo,RUA ANTONIO NOVATO,16,SALA 4,CENTRO,Pará de Minas,MG,35660008,37,32317525,,comercial@goldplanodonto.com.br,THIAGO SOARES DA COSTA,DIRETOR PRESIDENTE,,9/25/2023
